Location ID,coordinates,Location Name,location_code,Soil Type,soil_type_code,annual_rainfall_mm,groundwater_depth_m,population_density,distance_to_river_km,elevation_m,historical _success_rate_%,suitability,approx_project_cost,rocky_terrain,adjusted_project_cost
220,"10.0232, -1.2594",Jirapa,4,Sandy,4,827,11.71216365,404,11.44513348,163,59,1,14337.74,0,14337.74
221,"10.7577, -0.9306",Navrongo,5,Lateritic,2,761,23.42374802,444,9.110461298,159,64,0,11925.43,0,11925.43
222,"9.4600, -0.7705",Tamale,7,Lateritic,2,913,19.47591281,272,7.187033214,180,74,1,19532.33,1,25862.87
223,"10.0945, -1.2701",Jirapa,4,Sandy,4,669,18.58208676,305,14.73454183,177,41,1,5894.68,1,7486.5
224,"9.2525, -1.0299",Tolon,8,Clay,1,805,24.84354574,182,8.644948385,199,88,0,10293.39,1,14163.43
225,"10.3115, -1.0658",Wa,9,Clay,1,799,15.20603268,484,14.37968252,161,54,0,11671.26,0,11671.26
226,"9.7782, -0.1986",Yendi,10,Sandy,4,860,10.95109555,343,11.83081741,163,69,1,15959.28,0,15959.28
227,"9.7348, -1.1860",Damongo,3,Sandy,4,1111,21.50778325,418,11.2104864,198,84,0,10343.51,0,10343.51
228,"9.7610, -0.2137",Yendi,10,Lateritic,2,740,11.22011221,415,4.043792159,177,65,0,6049.27,0,6049.27
229,"10.0611, -0.2624",Bolgatanga,1,Lateritic,2,837,18.94307731,483,7.335919587,156,62,1,17929.68,0,17929.68
230,"9.6236, -0.9263",Savelugu,6,Sandy,4,914,11.0677718,389,13.55126716,159,55,1,15628.53,0,15628.53
231,"9.2388, -1.1392",Tolon,8,Loamy,3,895,17.26774824,291,9.003604742,181,86,1,15204.74,0,15204.74
232,"10.2826, -0.6314",Bongo,2,Clay,1,1050,10.01104301,280,14.52820744,175,79,1,18910.28,0,18910.28
233,"9.9961, -1.2540",Jirapa,4,Clay,1,1037,10.22753674,261,14.71012214,170,57,0,13866.92,0,13866.92
234,"9.5887, -1.1912",Damongo,3,Lateritic,2,935,19.66607133,324,11.81444637,185,67,0,16487.15,1,20163.8
235,"9.4306, -0.9058",Tamale,7,Clay,1,828,17.69997597,500,3.152439011,183,55,0,13674.53,1,16659.47
236,"10.8419, -0.7568",Navrongo,5,Lateritic,2,1039,16.83239542,362,4.759639011,170,58,1,11846.94,0,11846.94
237,"10.8682, -0.8589",Navrongo,5,Lateritic,2,624,23.37962031,179,9.196515987,195,77,1,5118.35,0,5118.35
238,"9.3080, -0.8551",Tamale,7,Sandy,4,1197,10.84646014,382,5.433667205,205,75,0,18914.27,0,18914.27
239,"9.6661, -0.9695",Savelugu,6,Sandy,4,753,10.06278361,288,13.17082642,188,84,1,14802.38,0,14802.38
240,"9.1513, -1.0786",Tolon,8,Lateritic,2,898,21.63853088,175,10.70695443,184,84,0,19333.17,1,23922.61
241,"10.3242, -1.1357",Wa,9,Loamy,3,734,14.38121087,391,14.03770107,210,88,1,7706.49,0,7706.49
242,"10.1482, -1.3038",Jirapa,4,Clay,1,1095,13.39366001,196,8.342941615,150,49,1,6322.58,1,7777.84
243,"9.1201, -0.9960",Tolon,8,Lateritic,2,1079,17.88441386,414,7.3163528,207,88,0,14231.29,1,19804.08
244,"10.1124, -1.3954",Jirapa,4,Lateritic,2,1147,15.00143114,234,12.81800713,202,64,1,9912.82,1,12098.95
245,"10.3885, -0.9850",Wa,9,Lateritic,2,659,16.47655389,420,5.63442498,163,82,0,12725.81,0,12725.81
246,"9.2186, -1.0835",Tolon,8,Lateritic,2,630,14.75590744,160,4.807045296,175,93,1,6349,0,6349
247,"10.3703, -0.6386",Bongo,2,Sandy,4,1103,21.42812732,180,8.816233872,185,87,0,16046.43,0,16046.43
248,"10.4048, -0.6498",Bongo,2,Clay,1,663,24.72089162,212,10.40351247,196,52,0,10822.5,0,10822.5
249,"9.4887, -1.0601",Savelugu,6,Loamy,3,995,15.60891595,351,5.214744275,194,89,1,7215.6,1,9272.29
250,"9.0802, -1.1175",Tolon,8,Lateritic,2,605,20.13511619,177,11.55851981,204,50,1,17455.2,1,22693.4
251,"10.8432, -0.9073",Navrongo,5,Sandy,4,663,15.20321585,445,13.43323872,194,58,0,8786.13,1,10653.92
252,"10.1127, -0.2389",Bolgatanga,1,Lateritic,2,755,17.37194883,385,10.71397771,192,63,0,17042.59,0,17042.59
253,"10.7182, -0.8645",Navrongo,5,Sandy,4,1060,24.04328175,384,13.91478211,177,76,0,12889.65,0,12889.65
254,"10.7096, -0.7661",Navrongo,5,Loamy,3,1181,14.75499819,159,7.469732573,174,89,1,16697.28,1,24837.03
255,"9.7218, -1.1662",Damongo,3,Lateritic,2,1122,12.75498621,457,13.83105735,170,72,1,18952.64,1,24432.96
256,"10.3950, -1.0782",Wa,9,Loamy,3,1076,16.95113042,485,4.86073933,173,65,1,19336.09,1,23606.39
257,"10.3192, -0.9577",Wa,9,Lateritic,2,1054,11.48718836,234,13.88876485,168,59,0,11186.93,1,15310.42
258,"9.4797, -0.8437",Tamale,7,Sandy,4,1055,20.50693671,334,6.980219988,207,47,0,12486.71,0,12486.71
259,"9.6383, -0.8837",Savelugu,6,Loamy,3,1110,23.64174105,151,13.99961034,169,77,0,5342.03,1,6556.2
260,"9.0729, -0.9980",Tolon,8,Sandy,4,948,15.80265034,294,11.04389648,202,83,0,8738.29,1,12617.04
261,"9.4088, -0.8506",Tamale,7,Sandy,4,698,17.64688135,152,13.32132615,184,60,1,17607.75,1,22435.36
262,"9.8843, -0.2504",Yendi,10,Sandy,4,1139,17.94763871,166,14.58825363,206,93,1,9225.94,0,9225.94
263,"9.2011, -0.9840",Tolon,8,Lateritic,2,1105,19.8325466,203,12.18093539,164,93,1,5070.89,1,6955.57
264,"9.8265, -0.3819",Yendi,10,Clay,1,893,16.44750404,389,5.057216972,176,41,1,19490.22,0,19490.22
265,"9.6606, -1.0893",Damongo,3,Loamy,3,1074,19.97155895,271,5.945317805,187,88,0,5836.23,0,5836.23
266,"9.0844, -0.9654",Tolon,8,Sandy,4,841,24.56655717,302,5.492166329,191,55,0,10678.12,0,10678.12
267,"9.8651, -0.2266",Yendi,10,Lateritic,2,611,20.04122833,445,4.303466071,179,74,1,9166.51,0,9166.51
268,"10.7165, -0.8771",Navrongo,5,Clay,1,624,11.29000256,187,10.43848645,173,72,0,19352.75,1,24566.17
269,"10.7759, -0.7533",Navrongo,5,Lateritic,2,1167,24.91046389,262,3.228448354,177,73,0,11196.58,0,11196.58
270,"10.2582, -1.1315",Wa,9,Sandy,4,1016,23.32443046,458,12.05919487,178,67,0,15950.37,1,21434.32
271,"10.0533, -0.3243",Bolgatanga,1,Sandy,4,968,13.80121444,467,14.35718081,198,70,1,16879.86,0,16879.86
272,"10.4265, -0.6780",Bongo,2,Loamy,3,1198,16.48762542,438,9.814512756,204,46,0,12462.99,1,17020.08
273,"9.5911, -1.1243",Damongo,3,Lateritic,2,1019,20.88476466,283,9.296031726,172,68,0,5143.51,0,5143.51
274,"9.8324, -0.1929",Yendi,10,Lateritic,2,943,10.41959151,220,9.195025627,171,60,1,13609.9,1,18480.84
275,"10.7071, -0.7898",Navrongo,5,Sandy,4,843,18.16264548,434,5.756069506,193,48,1,10886.66,1,15720.15
276,"10.1005, -1.2349",Jirapa,4,Clay,1,1106,11.20654821,180,3.43610737,209,73,0,14516.89,1,18050.73
277,"9.1728, -0.9648",Tolon,8,Clay,1,848,16.71371212,438,6.528553589,168,87,0,8396.21,1,10991.92
278,"9.7585, -0.3819",Yendi,10,Clay,1,1069,11.94195277,324,4.41198847,169,60,1,15121.37,1,21456.69
279,"9.5890, -0.9378",Savelugu,6,Lateritic,2,615,18.3622386,358,3.980670537,152,85,1,16398.79,1,23699.97
280,"9.8166, -0.2162",Yendi,10,Clay,1,930,24.10659678,297,3.899332633,167,87,1,18514.52,0,18514.52
281,"10.0542, -1.3730",Jirapa,4,Clay,1,754,18.14627629,288,3.225015062,159,47,0,14757.57,1,21243.33
282,"9.1517, -1.0843",Tolon,8,Loamy,3,745,20.05298323,212,14.72634013,203,69,1,7398.91,1,10928.93
283,"9.6972, -1.1011",Damongo,3,Clay,1,1056,11.50392498,367,3.620765858,159,81,0,11890.81,0,11890.81
284,"9.1741, -1.1160",Tolon,8,Loamy,3,600,22.68962507,304,4.732816249,200,41,1,16685.7,0,16685.7
285,"10.1664, -1.3554",Jirapa,4,Loamy,3,923,22.37721149,496,8.279603547,190,88,0,15821.46,0,15821.46
286,"10.7910, -0.8539",Navrongo,5,Loamy,3,865,22.47670816,350,13.43301951,179,89,0,11438.97,0,11438.97
287,"10.1500, -1.2118",Jirapa,4,Sandy,4,1163,21.66184012,271,12.8943323,194,42,0,18296.5,1,24062.15
288,"10.4394, -0.7517",Bongo,2,Clay,1,1009,14.25251192,166,14.40106953,194,41,1,12345.94,0,12345.94
289,"9.9703, -0.1546",Bolgatanga,1,Sandy,4,885,22.03708562,199,9.046989319,175,45,1,10313.8,0,10313.8
290,"10.8627, -0.7636",Navrongo,5,Loamy,3,1151,16.06350487,366,14.95569028,209,80,0,17782.67,1,23917.12
291,"10.3280, -0.9919",Wa,9,Loamy,3,714,22.36450369,194,9.934111026,158,61,1,18528.1,0,18528.1
292,"10.0951, -1.3851",Jirapa,4,Clay,1,938,20.83243047,384,12.04248277,154,88,1,7353.1,0,7353.1
293,"9.2648, -1.0012",Tolon,8,Lateritic,2,603,19.15702859,251,3.453952335,183,50,0,8785.92,0,8785.92
294,"9.5901, -0.9371",Savelugu,6,Sandy,4,1051,11.30676631,323,7.093399746,162,70,1,8305.46,0,8305.46
295,"9.4811, -0.7521",Tamale,7,Sandy,4,1087,21.4884548,323,4.77755574,173,95,0,16405.1,0,16405.1
296,"10.3920, -1.0645",Wa,9,Clay,1,614,17.81495476,238,5.637450016,192,48,1,10513.41,0,10513.41
297,"9.2038, -0.9802",Tolon,8,Loamy,3,633,22.23592735,334,11.79546935,180,43,1,5092.81,0,5092.81
298,"9.0734, -1.0567",Tolon,8,Sandy,4,780,15.59400001,274,6.856663697,178,65,1,10960.2,0,10960.2
299,"10.3425, -0.7885",Bongo,2,Loamy,3,849,15.42643252,452,8.523236269,189,70,0,9048.52,0,9048.52
300,"9.2483, -1.0735",Tolon,8,Sandy,4,1112,21.85489674,296,10.49512973,178,43,1,12220.03,1,17270.81
301,"9.2689, -0.9722",Tolon,8,Loamy,3,1145,11.26764803,498,6.318340836,161,58,1,15325.85,1,20706.56
302,"9.8513, -0.3090",Yendi,10,Sandy,4,749,12.91634925,463,13.70869768,205,93,0,12799.81,0,12799.81
303,"10.3735, -1.0493",Wa,9,Loamy,3,1005,23.83423519,366,8.094134977,173,55,0,18841.17,1,26977.33
304,"10.1004, -0.2853",Bolgatanga,1,Lateritic,2,860,10.06209085,173,7.047556667,200,92,1,11622.87,1,14725.37
305,"10.0112, -0.2200",Bolgatanga,1,Lateritic,2,993,14.97872765,471,7.004567163,177,61,1,10314.38,1,12896.76
306,"9.5714, -1.2040",Damongo,3,Sandy,4,901,23.03325244,168,4.107234268,182,54,0,10183.33,1,12463.12
307,"10.8187, -0.8241",Navrongo,5,Clay,1,1126,21.2727816,470,7.758748085,209,80,0,9035.25,0,9035.25
308,"9.3393, -0.9126",Tamale,7,Clay,1,900,24.99897023,169,6.766162768,162,53,0,9486.66,1,12801.44
309,"10.1342, -0.3122",Bolgatanga,1,Loamy,3,1063,11.20952134,278,3.338376946,194,59,1,10848.52,1,14299.53
310,"10.7952, -0.7850",Navrongo,5,Loamy,3,1177,16.57381684,425,5.335190997,161,79,1,10470.31,1,15289.17
311,"9.6270, -0.9546",Savelugu,6,Loamy,3,1131,12.8849116,367,5.597834075,181,69,1,5234.29,1,6901.13
312,"10.1646, -1.3100",Jirapa,4,Clay,1,1151,21.07879643,309,9.455423307,194,40,1,8122.05,0,8122.05
313,"10.1232, -0.1823",Bolgatanga,1,Loamy,3,794,11.63799573,172,7.211088782,169,95,1,14368.48,0,14368.48
314,"9.5459, -0.8923",Savelugu,6,Loamy,3,1198,10.96425331,321,8.322524876,181,44,0,15460.84,1,20838.64
315,"9.1842, -0.9987",Tolon,8,Sandy,4,650,15.43171593,240,10.80684692,171,60,0,11661.06,0,11661.06
316,"10.3333, -0.8000",Bongo,2,Lateritic,2,635,19.09280925,177,5.062426176,155,45,1,17240.93,1,23962.81
317,"9.8201, -0.2755",Yendi,10,Lateritic,2,727,19.47645713,218,11.29163699,198,66,0,14819.47,1,17901.6
318,"10.7291, -0.7831",Navrongo,5,Clay,1,795,12.73945712,241,14.19580475,157,62,0,7109.18,1,10006.26
319,"9.8443, -0.3181",Yendi,10,Sandy,4,652,24.55984083,484,3.935168281,174,53,1,7044.92,1,9570.05
320,"10.7740, -0.7617",Navrongo,5,Sandy,4,985,15.0649921,265,13.48181476,184,71,0,8614.36,1,11015.71
321,"10.0661, -0.2588",Bolgatanga,1,Clay,1,990,24.89056043,206,3.177133481,201,68,0,19993.17,0,19993.17
322,"10.3513, -0.6275",Bongo,2,Loamy,3,775,19.22589894,162,10.42266755,177,49,1,13902.12,1,17947.66
323,"9.2715, -1.0107",Tolon,8,Loamy,3,1145,23.49414628,335,10.72106436,159,79,0,13732.84,0,13732.84
324,"9.1494, -1.0978",Tolon,8,Clay,1,1064,12.21853379,286,4.209117,201,46,0,15618.79,0,15618.79
325,"9.9705, -0.2610",Bolgatanga,1,Sandy,4,762,14.22680443,369,8.687846278,157,84,1,6555.84,1,9650.06
326,"9.1908, -1.1139",Tolon,8,Loamy,3,1085,19.44371724,367,10.41057135,186,63,0,13529.14,1,17342.24
327,"9.5969, -0.9934",Savelugu,6,Loamy,3,605,14.62774942,247,7.946722007,207,78,1,12739.23,0,12739.23
328,"10.3171, -0.7356",Bongo,2,Loamy,3,609,20.99556839,170,7.588650748,207,89,1,18791.29,1,22671.64
329,"10.7455, -0.9067",Navrongo,5,Sandy,4,808,21.45473045,492,3.536891473,175,42,0,14110.69,0,14110.69
330,"10.1474, -0.2107",Bolgatanga,1,Clay,1,700,18.53959737,442,13.21388491,152,47,1,6433,0,6433
331,"10.1446, -0.3379",Bolgatanga,1,Lateritic,2,1045,14.42345307,461,11.14780667,155,41,1,7117.52,1,10314.45
332,"10.0687, -0.1831",Bolgatanga,1,Sandy,4,939,16.46743927,407,6.519573957,200,71,1,13809.84,0,13809.84
333,"9.1095, -1.1308",Tolon,8,Sandy,4,1052,20.05063126,170,5.949502985,201,89,0,13065.18,0,13065.18
334,"9.3076, -0.8460",Tamale,7,Lateritic,2,984,15.08544453,277,9.714050749,181,45,1,15107.63,0,15107.63
335,"10.3107, -0.7114",Bongo,2,Clay,1,1054,16.99741806,242,3.371428492,191,94,1,14594.4,0,14594.4
336,"10.7465, -0.9072",Navrongo,5,Loamy,3,985,17.59295822,473,12.2133708,168,70,1,14785.2,0,14785.2
337,"10.2589, -0.7537",Bongo,2,Clay,1,1066,11.17025202,497,6.695559772,193,63,1,7162.95,1,10575.73
338,"9.1894, -1.0828",Tolon,8,Loamy,3,761,19.93198746,374,10.93608543,173,43,1,18116.1,1,25907.5
339,"9.1531, -0.9811",Tolon,8,Loamy,3,787,24.97482383,268,10.23157109,176,42,1,10111.48,0,10111.48
340,"10.3374, -0.7844",Bongo,2,Sandy,4,991,19.34646481,425,11.42402517,159,95,0,12300.4,0,12300.4
341,"9.9755, -1.2569",Jirapa,4,Sandy,4,1014,18.01660814,454,13.31408677,186,51,1,10018.22,0,10018.22
342,"9.6999, -1.1616",Damongo,3,Clay,1,1178,20.95166361,298,4.661981938,173,84,1,17556.77,0,17556.77
343,"10.7309, -0.9334",Navrongo,5,Sandy,4,641,12.64769054,320,11.42973077,202,64,1,17996.84,0,17996.84
344,"10.4100, -0.9652",Wa,9,Sandy,4,657,19.35016743,400,11.41338117,183,72,0,13020.61,0,13020.61
345,"10.3039, -1.0672",Wa,9,Loamy,3,863,23.97524031,372,14.11064036,194,95,1,15950.92,1,21942.35
346,"10.4502, -0.6319",Bongo,2,Sandy,4,870,17.29652372,456,6.53312461,199,40,1,8748.47,1,12277.52
347,"9.9681, -0.2542",Bolgatanga,1,Lateritic,2,807,12.76936803,162,9.769189553,184,64,1,13371.26,1,18558.73
348,"9.6299, -0.8828",Savelugu,6,Lateritic,2,1032,18.12065002,338,3.385103572,204,69,1,15755.84,0,15755.84
349,"9.2406, -1.0405",Tolon,8,Lateritic,2,671,22.19360969,329,13.91838728,176,44,0,17035.76,1,23175.02
350,"10.0293, -1.2656",Jirapa,4,Sandy,4,841,24.32144573,207,13.57131194,206,56,1,9148.94,1,12675.72
351,"9.6364, -1.1994",Damongo,3,Clay,1,1099,23.33413538,151,13.22981435,202,95,0,10342.58,0,10342.58
352,"10.8813, -0.9019",Navrongo,5,Sandy,4,777,11.31337619,207,4.527787373,173,70,1,9939.82,1,14441.23
353,"9.6282, -1.2233",Damongo,3,Clay,1,1191,12.63319513,210,8.414119288,164,42,1,8623.24,0,8623.24
354,"9.7741, -0.3575",Yendi,10,Sandy,4,1194,23.63806989,240,3.873832038,210,44,0,5192.64,0,5192.64
355,"9.2171, -0.9967",Tolon,8,Loamy,3,686,19.98585737,401,14.69817991,201,52,0,5965.84,0,5965.84
356,"9.9664, -0.2231",Bolgatanga,1,Sandy,4,897,24.50776608,379,11.46107307,158,50,1,14360.39,0,14360.39
357,"9.3200, -0.8837",Tamale,7,Clay,1,1155,15.7583966,272,9.323256816,153,49,0,17166.41,0,17166.41
358,"9.6466, -0.9051",Savelugu,6,Lateritic,2,773,23.90071456,202,6.943383511,153,69,0,8771.48,1,11045.9
359,"10.7359, -0.9131",Navrongo,5,Lateritic,2,722,19.5614384,284,12.96194561,206,67,0,7973.42,0,7973.42
360,"9.9148, -0.2898",Yendi,10,Loamy,3,890,10.27377267,279,11.06546034,205,93,0,5101.49,0,5101.49
361,"9.5649, -1.0503",Savelugu,6,Lateritic,2,920,15.24558976,316,11.96925358,209,79,1,9531.15,0,9531.15
362,"10.0709, -1.2983",Jirapa,4,Sandy,4,801,14.54391876,306,7.585515158,207,83,0,6483.34,0,6483.34
363,"9.5824, -1.0618",Savelugu,6,Lateritic,2,1044,17.07029148,191,13.98632118,196,42,1,14064.01,1,17023.06
364,"9.1767, -1.1213",Tolon,8,Clay,1,809,17.97511398,275,14.89071538,150,67,0,15073.4,0,15073.4
365,"9.1360, -1.0733",Tolon,8,Lateritic,2,608,14.83636426,388,14.47655057,155,88,0,15232.87,0,15232.87
366,"9.4163, -0.7682",Tamale,7,Clay,1,893,21.07659466,291,10.60999998,187,88,1,7644.49,1,9225.47
367,"10.2139, -1.1141",Wa,9,Loamy,3,1015,14.79741331,192,8.941048525,167,85,0,17205.12,1,21453.52
368,"10.1273, -0.3244",Bolgatanga,1,Lateritic,2,1030,23.24068245,155,3.124392483,194,67,0,9770.89,0,9770.89
369,"10.7957, -0.7513",Navrongo,5,Clay,1,946,24.80474807,446,4.465988115,167,43,1,15398.44,1,20908.8
370,"10.0415, -1.2695",Jirapa,4,Lateritic,2,898,23.61489867,293,7.325293775,177,92,0,7034.53,0,7034.53
371,"10.4287, -0.6584",Bongo,2,Sandy,4,990,10.89706797,387,8.264387773,193,68,1,16743.04,1,23663.24
372,"10.7171, -0.8051",Navrongo,5,Lateritic,2,644,21.553398,252,12.60010498,157,60,1,12982.58,1,16493.04
373,"9.8382, -0.2129",Yendi,10,Clay,1,1129,23.16285061,260,9.259544457,170,69,0,9132.56,0,9132.56
374,"10.3225, -1.0106",Wa,9,Lateritic,2,1102,16.59197595,197,13.97089674,200,49,0,9203.96,0,9203.96
375,"9.1669, -0.9984",Tolon,8,Loamy,3,843,17.34455087,398,10.60348312,175,69,0,17337.09,1,25638.9
376,"10.8060, -0.9310",Navrongo,5,Clay,1,715,21.83690074,177,3.109239435,198,62,0,8164.78,1,10405.55
377,"9.9821, -0.1504",Bolgatanga,1,Clay,1,1093,14.68031273,247,8.277970028,190,85,0,14126.76,1,19431.76
378,"10.7029, -0.9221",Navrongo,5,Loamy,3,860,16.02235055,398,7.235499634,192,75,0,8487.94,0,8487.94
379,"9.3099, -0.8163",Tamale,7,Sandy,4,785,12.79940553,494,6.344165166,163,95,1,14146.2,0,14146.2
380,"9.9926, -0.3057",Bolgatanga,1,Lateritic,2,1144,10.87931242,389,6.857412625,162,47,1,14746.91,1,20870.24
381,"10.1351, -1.2718",Jirapa,4,Loamy,3,712,23.13703015,350,6.38202552,169,73,0,6450.07,0,6450.07
382,"10.2973, -0.6939",Bongo,2,Sandy,4,1024,16.51333839,308,6.96726279,176,76,1,12835.68,0,12835.68
383,"9.3681, -0.7889",Tamale,7,Lateritic,2,927,17.90376453,175,7.092595131,198,86,0,6554.25,1,8884.2
384,"9.6744, -1.2390",Damongo,3,Clay,1,898,18.34527781,299,14.08922412,207,82,1,16357.14,1,20295.98
385,"9.2066, -0.9797",Tolon,8,Lateritic,2,710,11.97457417,448,14.2414009,152,60,0,14965.32,1,20824.76
386,"9.6443, -1.0925",Damongo,3,Clay,1,1037,24.8779761,293,4.369144293,150,78,1,12666.9,1,16807.73
387,"10.0079, -1.3241",Jirapa,4,Clay,1,1052,24.03374078,431,4.168592256,163,72,0,6709.37,0,6709.37
388,"10.0527, -1.2328",Jirapa,4,Lateritic,2,616,17.82824112,244,11.71905203,153,62,0,18097.43,0,18097.43
389,"10.7833, -0.9434",Navrongo,5,Sandy,4,1087,10.65732371,326,13.86387375,208,94,0,14557.54,0,14557.54
390,"10.8778, -0.7507",Navrongo,5,Lateritic,2,759,15.90831561,375,7.843528051,155,78,1,18437.39,1,23939.96
391,"10.2883, -0.7430",Bongo,2,Clay,1,900,23.21561265,173,10.21683108,186,63,0,5725.43,0,5725.43
392,"10.0323, -1.3147",Jirapa,4,Lateritic,2,720,15.3001655,486,14.39830749,159,68,1,16173.81,0,16173.81
393,"10.3321, -0.7366",Bongo,2,Lateritic,2,778,24.76756847,254,4.779201363,162,75,0,8250.56,0,8250.56
394,"10.1658, -1.2536",Jirapa,4,Lateritic,2,942,17.03549067,232,7.589967269,182,80,1,15912.7,0,15912.7
395,"9.6884, -1.1486",Damongo,3,Clay,1,1114,22.07836277,218,13.92796638,156,68,0,9474.29,1,12843.42
396,"9.1350, -1.0480",Tolon,8,Lateritic,2,854,12.81371987,275,5.383676615,177,69,0,15180.9,1,21993.93
397,"10.3905, -0.7557",Bongo,2,Loamy,3,1098,24.94681728,248,13.92121098,158,53,1,14146.8,1,17710.92
398,"10.1018, -0.1695",Bolgatanga,1,Sandy,4,879,11.27013628,356,6.058840511,161,80,0,17039.5,1,22069.21
399,"9.5558, -1.0233",Savelugu,6,Lateritic,2,721,22.36952375,387,7.745330661,180,83,1,19674.22,0,19674.22
400,"9.3511, -0.8867",Tamale,7,Loamy,3,606,22.15648806,391,13.54178754,194,57,1,17674.36,0,17674.36
401,"9.3117, -0.7895",Tamale,7,Sandy,4,976,14.88218936,326,7.21613843,179,72,1,15450.15,0,15450.15
402,"10.0244, -0.2746",Bolgatanga,1,Lateritic,2,1113,21.76870426,403,12.34995978,179,75,1,17394.09,1,25358.08
403,"9.8856, -0.2805",Yendi,10,Sandy,4,969,16.31113786,198,9.034388654,156,74,1,11010.89,0,11010.89
404,"9.3636, -0.9099",Tamale,7,Loamy,3,736,19.84059502,152,5.728052384,157,78,0,8440.15,0,8440.15
405,"9.4349, -0.9144",Tamale,7,Clay,1,1128,12.6247294,450,4.310178651,196,60,0,17849.19,1,23915.39
406,"9.3358, -0.8425",Tamale,7,Clay,1,872,11.89624431,158,8.593642008,201,50,0,11095.43,0,11095.43
407,"9.7783, -0.2441",Yendi,10,Lateritic,2,883,12.91804273,254,14.58757347,173,62,0,10897.8,0,10897.8
408,"9.8332, -0.2517",Yendi,10,Clay,1,1043,23.5048503,413,13.60663137,207,47,0,6980.28,0,6980.28
409,"9.6248, -1.1002",Damongo,3,Lateritic,2,814,17.52782971,255,4.560087362,153,73,0,7268.37,1,8741.28
410,"9.3608, -0.8802",Tamale,7,Clay,1,857,16.49317546,478,6.117263159,198,46,0,18440.95,0,18440.95
411,"9.3079, -0.7640",Tamale,7,Lateritic,2,645,12.16027616,297,6.727426682,177,43,1,10087.21,0,10087.21
412,"9.2022, -0.9691",Tolon,8,Clay,1,711,10.92308523,296,14.34098579,188,70,1,6442.86,1,9056.82
413,"9.1973, -1.0017",Tolon,8,Sandy,4,836,19.84025774,453,5.640702484,175,74,1,17286.76,0,17286.76
414,"9.6127, -1.0023",Savelugu,6,Clay,1,929,20.74942684,474,4.157214109,173,94,1,14646.28,1,18148.6
415,"10.3346, -0.9486",Wa,9,Lateritic,2,918,23.88106256,468,9.561735361,157,79,1,13868.04,1,18595.77
416,"9.2016, -1.0855",Tolon,8,Loamy,3,794,15.58121692,289,9.405736859,202,42,1,18699.65,1,27648.2
417,"10.4156, -0.6225",Bongo,2,Clay,1,797,22.46811019,252,13.04672929,153,69,0,8884.5,0,8884.5
418,"9.3499, -0.8621",Tamale,7,Loamy,3,690,20.12367947,194,14.47821619,163,59,0,14981.45,0,14981.45
419,"9.5007, -0.9182",Tamale,7,Loamy,3,915,14.57691031,437,5.430173274,167,44,0,14826.6,1,18444.19
420,"10.0963, -0.1570",Bolgatanga,1,Clay,1,1180,11.65872947,429,11.85175145,198,82,1,19268.19,1,24891.02
421,"9.5951, -1.1473",Damongo,3,Clay,1,860,16.90881373,467,8.065983116,207,79,0,16090.31,0,16090.31
422,"10.1288, -1.2894",Jirapa,4,Clay,1,659,11.97613212,349,11.25238403,197,53,1,7813.97,0,7813.97
423,"10.3469, -1.0251",Wa,9,Sandy,4,1055,20.08366909,208,11.52880171,159,91,0,15331.96,1,22305.76
424,"9.9119, -0.2190",Yendi,10,Loamy,3,991,14.1122105,461,8.418853854,196,85,1,15448.29,0,15448.29
425,"9.3206, -0.7944",Tamale,7,Sandy,4,687,19.91120604,225,8.47824602,179,53,1,18732.13,0,18732.13
426,"10.4219, -0.6702",Bongo,2,Loamy,3,1107,18.48760358,219,13.14960783,193,78,0,6886.16,1,9208.53
427,"10.0037, -1.3572",Jirapa,4,Lateritic,2,926,16.63797736,277,7.856836677,166,80,1,13386.01,0,13386.01
428,"9.1721, -0.9549",Tolon,8,Loamy,3,1009,23.56781572,177,13.32946282,163,80,0,5176.59,0,5176.59
429,"9.3247, -0.8084",Tamale,7,Lateritic,2,894,17.72450083,387,4.651757386,173,50,0,9604.62,1,11576.22
430,"10.4340, -0.7706",Bongo,2,Loamy,3,1195,15.31782087,410,9.685676944,159,90,1,9135.76,0,9135.76
431,"9.5717, -1.1974",Damongo,3,Clay,1,1145,19.38017056,436,4.116412688,204,47,1,19316.12,0,19316.12
432,"10.0527, -1.2099",Jirapa,4,Loamy,3,967,17.31826806,185,7.398833969,170,71,1,9552.21,0,9552.21
433,"9.1430, -0.9776",Tolon,8,Loamy,3,720,14.04343983,317,9.637730306,150,91,0,16943.62,0,16943.62
434,"9.4306, -0.8851",Tamale,7,Lateritic,2,941,15.73060466,453,14.75732593,151,64,1,11478.55,0,11478.55
435,"10.4042, -0.7593",Bongo,2,Clay,1,684,17.88173281,421,5.100181466,178,82,0,9393.96,1,11731.44
436,"9.9756, -0.2287",Bolgatanga,1,Loamy,3,661,15.71088111,391,13.22892762,165,87,0,8101.57,0,8101.57
437,"9.6101, -1.0508",Savelugu,6,Lateritic,2,1186,18.38581155,362,4.857025424,165,45,0,14930.25,1,20025.15
438,"9.9824, -1.2418",Jirapa,4,Clay,1,636,24.95800794,219,11.03722153,209,73,0,17989.81,1,24672.69
439,"9.3539, -0.8474",Tamale,7,Sandy,4,1077,23.41455923,365,3.837676738,174,70,0,14783.91,1,19566.13
